No,area,dealer,modelyear,grade,run,displ,AT,audio,navi,color,damage,precord,price
667,osaka,0,2000,GX,24038,1800,1,0,0,brack,1,0,116
668,kyoto,1,2007,S,8484,1400,1,1,0,silver,5,0,101
669,kyoto,1,2004,S,16417,1600,1,1,0,red,0,0,124
670,osaka,1,2008,S,76383,1400,1,1,1,blue,2,0,124
671,kobe,0,2002,G,46966,1800,1,1,0,brack,0,0,140
672,kobe,1,2002,GX,41113,1800,1,1,0,blue,0,0,113
673,kyoto,0,2006,G,78936,1800,0,0,0,silver,0,0,133
674,osaka,0,2001,S,34407,1600,1,1,1,silver,0,0,110
675,kyoto,1,2005,T,5570,1600,0,1,0,white,0,0,121
676,kyoto,1,2007,S,9425,1800,1,0,0,silver,1,0,133
677,kyoto,1,2006,GX,42556,1400,1,0,1,brack,2,0,117
678,kobe,0,2008,GX,44155,1800,1,1,0,brack,0,0,160
679,osaka,0,2002,G,60873,1400,1,0,0,brack,0,0,114
680,kyoto,0,2002,T,24660,1600,0,0,1,brack,0,0,121
681,kyoto,1,2004,G,36335,1800,1,0,0,silver,2,1,89
682,kobe,0,2007,G,42484,1600,1,0,1,silver,0,0,138
683,osaka,0,2005,GX,18968,1400,1,1,0,white,0,0,115
684,osaka,0,2002,G,75184,1600,1,1,0,brack,0,0,99
685,kobe,0,2008,GX,4478,1800,1,1,0,brack,3,1,118
686,kobe,1,2005,T,23140,1400,1,1,0,silver,0,0,113
687,osaka,0,2005,GX,28288,1400,1,1,0,brack,0,0,121
688,osaka,1,2005,GX,64831,1600,1,1,1,silver,1,0,142
689,kyoto,1,2004,GX,58532,1600,1,1,0,brack,1,0,105
690,osaka,0,2002,T,28215,1600,1,1,1,brack,3,0,97
691,osaka,1,2003,GX,12423,1600,1,1,1,brack,1,0,157
692,kyoto,0,2006,G,73412,1400,1,1,1,silver,0,0,132
693,osaka,0,2003,S,21838,1800,1,0,0,white,1,0,123
694,osaka,0,2002,GX,13594,1600,1,1,1,blue,0,0,132
695,kyoto,1,2000,S,42945,1800,1,1,1,white,0,0,105
696,kobe,0,2000,GX,35573,1800,1,0,0,red,5,0,107
697,osaka,0,2007,T,74219,1600,1,1,0,brack,3,0,114
698,kobe,1,2008,S,77524,1400,1,0,0,red,0,0,133
699,kyoto,1,2005,T,75148,1800,1,1,0,silver,0,0,131
700,kyoto,1,2002,GX,22388,1600,1,0,0,red,0,0,111
701,kobe,0,2007,GX,21104,1800,1,1,0,white,1,0,137
702,osaka,0,2008,G,51282,1600,1,1,0,white,2,0,119
703,kobe,0,2005,GX,53285,1800,1,1,0,white,2,0,120
704,kobe,1,2005,T,72992,1400,1,1,1,silver,0,0,139
705,kyoto,0,2008,G,5884,1800,1,1,0,brack,1,1,120
706,osaka,1,2001,G,78399,1400,1,1,0,blue,0,0,99
707,kobe,0,2006,S,64876,1600,1,1,0,brack,0,0,125
708,kyoto,1,2000,S,46446,1600,1,1,0,brack,1,0,107
709,osaka,1,2000,GX,54479,1600,0,0,0,brack,0,0,99
710,osaka,0,2002,S,32640,1800,1,1,0,brack,2,0,89
711,kobe,1,2001,S,58723,1800,1,1,1,brack,0,0,127
712,kyoto,1,2005,T,43258,1400,1,1,0,silver,0,0,124
713,osaka,0,2008,T,45284,1400,1,1,0,silver,0,0,126
714,osaka,0,2008,T,22256,1600,1,0,0,white,2,0,121
715,kyoto,0,2002,G,32974,1400,1,1,1,silver,1,0,123
716,kyoto,1,2002,G,4707,1800,1,1,0,silver,0,0,119
717,kobe,1,2004,GX,56898,1600,1,1,1,brack,2,0,135
718,osaka,0,2003,G,19844,1800,0,1,1,red,0,0,136
719,kyoto,1,2008,G,70804,1600,0,0,0,white,4,0,92
720,kobe,1,2000,T,28851,1600,1,1,0,brack,0,0,123
721,osaka,0,2004,GX,3844,1600,1,1,0,white,2,0,124
722,osaka,0,2001,T,43405,1800,1,1,0,silver,2,0,125
723,osaka,0,2003,G,67750,1400,1,1,0,blue,1,0,105
724,kobe,1,2007,G,10320,1400,1,1,0,silver,0,0,140
725,kyoto,1,2000,S,57918,1800,1,1,0,white,1,0,104
726,kobe,1,2006,T,43968,1400,1,1,0,brack,0,0,116
727,osaka,0,2005,S,76727,1600,1,0,0,brack,1,0,115
728,kyoto,0,2004,S,56148,1600,1,1,1,blue,0,0,108
729,kobe,0,2006,T,18847,1600,1,1,0,silver,3,0,118
730,kyoto,0,2002,T,50997,1800,1,1,0,brack,3,0,115
731,osaka,1,2008,S,66476,1600,1,1,0,brack,0,1,116
732,kyoto,0,2006,S,10265,1600,1,1,0,brack,2,1,98
733,osaka,0,2008,GX,47699,1400,1,1,0,blue,0,0,115
734,osaka,1,2000,T,14606,1400,1,1,0,white,0,0,108
735,osaka,0,2007,S,30325,1800,1,1,0,white,0,0,129
736,osaka,0,2001,T,42949,1600,1,1,0,white,2,0,110
737,kyoto,0,2003,G,63840,1400,1,1,1,red,0,0,139
738,kyoto,1,2001,G,27222,1600,1,1,0,white,0,0,118
739,kobe,0,2001,T,79472,1600,1,0,1,silver,1,0,96
740,osaka,1,2003,G,78769,1600,1,1,1,silver,5,0,85
741,kobe,1,2004,GX,36528,1600,1,1,0,white,1,0,105
742,kobe,0,2008,T,35930,1600,1,1,0,silver,0,0,149
743,kobe,1,2006,GX,34119,1600,1,0,0,silver,5,0,114
744,osaka,0,2000,S,1476,1800,1,0,0,white,2,0,119
745,osaka,1,2003,S,55622,1400,0,1,1,white,2,0,93
746,kobe,1,2008,T,71364,1800,1,1,1,white,2,0,128
747,kobe,1,2008,S,32351,1800,1,1,1,white,1,0,126
748,kobe,0,2007,T,20672,1400,1,1,0,silver,1,0,123
749,osaka,0,2002,G,49881,1400,1,1,0,brack,1,1,94
750,osaka,1,2001,T,11786,1800,1,0,0,white,2,0,112
751,osaka,0,2002,GX,25198,1400,1,1,0,silver,0,0,119
752,kobe,0,2004,GX,68124,1600,1,1,1,white,0,0,131
753,kyoto,0,2000,T,32361,1800,1,1,0,white,0,0,122
754,osaka,0,2004,GX,4337,1800,1,0,0,silver,0,0,144
755,kobe,1,2000,GX,41486,1400,1,1,1,white,1,0,113
756,osaka,1,2008,G,55804,1800,1,1,0,blue,1,0,140
757,osaka,0,2002,T,76000,1800,1,0,0,red,0,0,133
758,kyoto,1,2003,T,31684,1800,1,1,1,silver,0,0,128
759,osaka,0,2004,GX,394,1600,1,1,0,silver,0,0,174
760,kyoto,1,2004,S,53200,1800,1,1,0,brack,0,0,122
761,kyoto,0,2004,GX,11861,1800,1,0,1,silver,0,0,136
762,kobe,1,2000,GX,42835,1400,1,1,0,silver,1,0,108
763,kobe,1,2001,T,10974,1800,1,1,1,blue,0,0,98
764,kobe,0,2007,G,11277,1800,1,1,0,blue,1,0,129
765,kyoto,0,2002,S,12858,1600,1,1,0,blue,0,0,109
766,kyoto,0,2004,GX,44080,1400,1,1,0,silver,0,0,121
767,kobe,0,2001,S,78599,1600,1,0,0,silver,0,0,89
768,kobe,1,2002,T,60957,1600,1,0,0,white,0,0,118
769,kyoto,0,2002,GX,43301,1600,1,1,1,white,2,0,127
770,kobe,1,2006,GX,11448,1400,1,1,0,brack,0,0,148
771,kyoto,0,2004,GX,65346,1400,0,1,0,silver,0,0,122
772,kyoto,1,2004,G,28827,1800,1,1,1,brack,0,0,130
773,kobe,0,2004,S,69572,1800,0,1,1,silver,2,0,116
774,osaka,1,2006,GX,39876,1800,1,1,0,blue,0,0,144
775,kyoto,0,2003,G,55421,1800,1,1,0,silver,2,0,116
776,osaka,0,2003,T,12914,1600,1,1,0,blue,1,0,109
777,kyoto,1,2004,T,60742,1600,1,1,0,white,0,0,127
778,kobe,0,2002,G,76199,1600,1,1,0,white,0,0,102
779,osaka,1,2003,S,62308,1600,1,0,0,white,0,0,97
780,osaka,0,2002,T,21303,1800,1,1,0,silver,1,0,112
781,kobe,1,2007,G,17158,1800,1,1,1,silver,1,0,161
782,kyoto,1,2001,T,71366,1800,1,1,0,white,1,0,89
783,osaka,0,2002,S,49884,1400,1,1,0,brack,2,0,104
784,kyoto,1,2008,G,68551,1800,1,1,0,white,1,0,131
785,osaka,1,2000,GX,6862,1800,1,0,0,silver,0,0,122
786,kyoto,1,2007,G,64002,1600,1,1,1,silver,0,0,124
787,kyoto,0,2003,S,4794,1800,1,1,0,white,0,0,138
788,kyoto,0,2003,G,6589,1600,1,1,0,white,0,0,125
789,kyoto,1,2000,T,5477,1400,1,0,0,silver,0,0,116
790,kyoto,1,2003,GX,58491,1600,1,1,1,silver,1,0,120
791,kyoto,1,2000,GX,55008,1400,1,0,0,blue,1,0,72
792,kobe,0,2003,S,59728,1400,1,1,0,white,0,0,107
793,kobe,0,2007,GX,77790,1800,1,1,0,blue,0,0,123
794,osaka,1,2005,T,12381,1800,1,1,0,white,0,0,119
795,osaka,0,2006,S,4772,1600,1,1,1,blue,0,0,152
796,kyoto,1,2005,G,6922,1800,1,1,1,silver,5,1,107
797,osaka,0,2001,G,5410,1800,1,1,0,blue,1,0,104
798,kyoto,0,2004,T,67942,1800,1,0,0,silver,0,0,112
799,kyoto,0,2003,T,55689,1400,1,1,1,white,1,0,131
800,osaka,1,2004,T,58167,1400,1,1,0,white,2,0,122
801,osaka,0,2001,GX,39171,1800,1,1,0,white,0,0,114
802,kobe,1,2004,GX,23512,1800,1,0,0,brack,1,0,122
803,osaka,0,2003,T,61439,1400,1,1,1,silver,1,0,117
804,kobe,0,2004,S,56916,1800,1,1,0,white,3,0,109
805,kobe,1,2008,S,16352,1800,1,1,0,white,1,0,122
806,kyoto,0,2005,G,44780,1800,1,1,0,silver,0,0,126
807,kyoto,1,2001,S,78211,1600,0,1,0,silver,1,0,87
808,kyoto,0,2004,G,1323,1600,1,0,1,brack,0,0,135
809,kyoto,1,2002,T,52680,1800,1,1,0,silver,1,0,123
810,osaka,1,2005,S,32061,1400,1,1,1,brack,0,0,119
811,kobe,1,2006,G,4131,1800,1,1,0,white,1,0,144
812,osaka,0,2004,S,56484,1800,1,1,0,brack,2,0,95
813,kyoto,1,2004,T,62800,1600,1,1,0,silver,5,0,112
814,kyoto,0,2006,GX,59225,1400,1,1,0,blue,0,0,125
815,kobe,0,2006,T,63108,1800,0,1,0,brack,0,0,134
816,kyoto,1,2001,T,17429,1600,1,1,0,brack,0,0,121
817,osaka,1,2001,GX,33984,1600,1,1,0,silver,0,0,135
818,osaka,1,2001,GX,32155,1600,0,1,0,brack,1,0,113
819,kyoto,0,2006,S,70422,1600,1,1,0,white,1,0,114
820,kyoto,1,2003,GX,67045,1800,1,1,0,white,0,1,110
821,kobe,0,2000,T,74116,1600,1,0,0,silver,0,0,94
822,kobe,0,2002,G,2888,1400,1,1,0,brack,1,0,116
823,kobe,1,2003,G,53023,1600,1,1,0,white,0,0,104
824,kobe,1,2003,S,55650,1600,1,1,0,silver,0,0,110
825,kobe,0,2000,T,37636,1400,1,1,1,brack,2,0,98
826,kyoto,0,2004,S,20752,1800,1,0,0,brack,1,0,118
827,kyoto,1,2005,S,13511,1400,1,1,0,white,0,0,115
828,osaka,0,2007,G,7889,1800,1,1,0,white,0,0,158
829,osaka,0,2006,T,19292,1400,1,1,0,brack,0,0,124
830,osaka,1,2008,G,25517,1800,1,1,0,white,1,0,130
831,kobe,0,2002,G,61129,1400,1,0,0,brack,0,0,107
832,osaka,0,2001,GX,5013,1600,1,1,0,brack,0,0,144
833,kyoto,1,2007,S,64023,1600,1,1,1,silver,1,0,120
834,kobe,1,2008,G,69752,1600,1,1,0,silver,1,0,123
835,osaka,1,2000,G,59546,1800,1,1,0,silver,1,0,90
836,osaka,1,2003,G,20864,1400,1,0,0,brack,0,0,106
837,kyoto,0,2002,S,5817,1600,1,0,1,white,1,0,109
838,osaka,0,2001,T,57086,1400,1,1,0,brack,0,0,111
839,kyoto,0,2003,S,64319,1400,1,1,0,red,2,0,108
840,kyoto,0,2003,GX,78603,1800,1,1,0,white,0,0,122
841,kobe,1,2003,S,77996,1800,1,1,0,blue,3,0,84
842,osaka,0,2006,G,52109,1400,1,1,0,brack,1,0,101
843,osaka,1,2008,GX,15872,1600,1,1,1,brack,0,0,181
844,kobe,0,2002,T,52898,1400,1,0,0,white,0,0,104
845,kyoto,1,2008,G,29722,1400,1,1,1,brack,0,0,132
846,kobe,0,2003,S,7264,1600,1,1,1,silver,1,0,114
847,osaka,1,2008,G,50741,1400,1,1,0,blue,3,0,102
848,osaka,1,2002,G,68783,1400,1,0,0,white,1,0,94
849,kobe,1,2002,G,68470,1400,1,1,1,white,0,0,132
850,osaka,0,2002,S,53419,1400,1,1,1,silver,1,1,82
851,osaka,0,2004,T,78413,1800,1,1,1,brack,1,0,144
852,osaka,0,2000,G,46218,1400,1,0,0,blue,1,0,82
853,kobe,0,2007,GX,10860,1400,1,1,0,white,1,0,139
854,kyoto,1,2004,T,52629,1800,1,1,0,brack,0,0,156
855,kyoto,1,2000,GX,75149,1400,1,0,1,white,0,0,109
856,kyoto,1,2008,GX,47123,1800,1,1,0,silver,5,0,110
857,kyoto,0,2005,T,9794,1400,1,0,1,brack,2,0,107
858,kobe,0,2001,S,42137,1400,1,1,1,white,1,0,112
859,osaka,0,2005,G,53520,1800,1,1,1,brack,0,0,147
860,osaka,1,2006,T,14026,1600,1,1,0,blue,0,0,132
861,osaka,0,2001,S,35638,1400,1,1,0,silver,0,0,126
862,osaka,1,2000,GX,67876,1400,1,1,0,red,1,1,100
863,osaka,1,2000,G,14707,1400,1,1,0,brack,3,0,99
864,kobe,0,2003,T,43850,1400,1,1,1,silver,1,0,110
865,osaka,1,2000,S,52809,1600,1,1,0,blue,0,0,97
866,osaka,1,2005,GX,18777,1800,0,1,0,red,0,0,141
867,kobe,0,2005,S,23911,1400,1,1,1,blue,0,0,122
868,osaka,1,2007,T,29030,1600,1,1,0,silver,5,0,100
869,kobe,1,2002,G,29747,1400,1,1,0,brack,1,0,104
870,osaka,0,2001,G,60155,1600,1,1,0,brack,5,0,81
871,kobe,0,2007,T,18703,1800,1,0,0,brack,0,0,133
872,kobe,1,2004,G,78055,1600,1,1,0,white,0,0,99
873,kyoto,0,2004,G,40314,1600,1,1,0,red,0,0,127
874,kobe,1,2002,GX,2824,1600,1,0,0,silver,1,0,132
875,kyoto,0,2007,GX,64022,1800,1,1,1,silver,1,0,132
876,kobe,0,2003,S,14706,1600,1,0,1,brack,3,0,118
877,osaka,1,2003,G,40145,1800,1,1,0,brack,2,0,109
878,kyoto,0,2005,G,6962,1800,1,0,0,silver,0,0,131
879,kobe,1,2002,T,78066,1800,1,0,0,silver,0,1,97
880,kobe,0,2000,S,65134,1800,1,1,0,brack,4,0,86
881,kyoto,0,2001,S,17558,1600,1,1,1,blue,1,0,119
882,osaka,1,2000,S,17600,1600,1,1,0,white,0,0,110
883,osaka,0,2002,T,23528,1400,1,1,0,silver,0,0,116
884,kyoto,0,2006,G,67809,1600,1,1,0,silver,0,0,133
885,osaka,1,2000,G,25448,1800,1,0,0,white,0,0,113
886,kyoto,1,2003,T,77117,1400,1,1,0,white,0,0,84
887,osaka,1,2007,G,411,1800,1,1,0,white,0,0,181
888,osaka,1,2002,S,7230,1400,1,1,0,brack,1,0,110
889,kyoto,1,2008,G,76454,1800,1,1,0,silver,0,0,142
890,kyoto,1,2005,GX,28666,1400,0,1,0,brack,0,0,114
891,osaka,1,2007,S,44621,1800,1,1,0,white,0,0,142
892,kobe,0,2004,GX,26930,1400,1,1,0,white,0,0,124
893,kyoto,0,2005,T,79564,1400,1,1,0,blue,2,0,105
894,osaka,1,2007,G,59235,1800,1,1,0,silver,0,0,131
895,kobe,1,2004,GX,8033,1600,1,1,0,white,1,0,155
896,kobe,0,2000,T,8228,1800,1,1,0,white,2,0,119
897,kyoto,1,2002,G,15595,1600,1,1,1,silver,0,0,124
898,kyoto,0,2007,GX,33130,1800,1,1,1,silver,0,0,147
899,osaka,1,2002,G,7087,1600,1,1,0,brack,4,0,109
900,osaka,1,2000,S,37719,1600,1,1,1,blue,1,0,116
901,kobe,1,2003,G,20459,1800,1,0,0,silver,0,0,120
902,kobe,1,2000,S,36606,1400,1,1,0,brack,0,0,107
903,osaka,0,2004,S,27078,1600,1,0,0,silver,1,0,106
904,kyoto,0,2001,S,71367,1600,1,1,0,red,1,0,120
905,kobe,0,2005,G,34951,1800,1,1,0,silver,2,0,132
906,osaka,0,2002,T,65607,1400,1,1,0,white,1,0,93
907,kobe,0,2006,T,43658,1800,1,1,0,white,0,0,136
908,kobe,1,2004,T,39347,1800,1,1,0,silver,0,0,139
909,kobe,0,2006,G,71190,1400,1,1,1,blue,0,0,131
910,kyoto,0,2005,T,11737,1400,1,1,1,silver,1,0,130
911,kobe,1,2001,G,19368,1800,1,1,0,white,1,0,111
912,kyoto,1,2007,T,58967,1600,1,1,0,brack,0,0,124
913,osaka,1,2004,GX,17883,1400,1,1,1,brack,0,0,136
914,kobe,0,2001,G,9152,1600,1,1,0,red,0,1,117
915,kyoto,0,2005,GX,7951,1600,1,0,0,white,1,1,93
916,kobe,0,2006,G,14404,1800,1,1,0,silver,0,0,146
917,kyoto,0,2003,G,27648,1600,1,1,1,silver,2,0,120
918,kobe,0,2000,S,38430,1800,1,1,1,silver,1,0,133
919,kyoto,0,2007,T,36557,1400,1,1,0,brack,0,0,144
920,kobe,1,2005,G,24577,1400,0,0,0,silver,0,0,122
921,kobe,0,2000,S,18278,1800,1,1,1,white,0,0,133
922,kobe,1,2002,S,63298,1800,1,0,0,silver,0,0,98
923,kobe,0,2006,GX,6460,1600,1,1,0,white,2,0,141
924,kobe,0,2006,GX,6102,1400,1,0,1,silver,0,0,146
925,osaka,1,2008,GX,19412,1400,1,1,0,blue,0,0,126
926,kyoto,1,2003,G,66520,1800,1,0,1,white,0,0,135
927,kobe,1,2003,T,44418,1400,1,0,1,white,4,0,97
928,osaka,0,2000,GX,76403,1400,1,1,0,blue,1,1,69
929,osaka,0,2002,S,77125,1800,1,1,0,white,0,0,130
930,kyoto,1,2005,T,48880,1400,1,1,0,white,0,0,111
931,osaka,1,2002,G,78305,1400,1,1,0,blue,0,0,91
932,osaka,0,2001,T,23668,1600,1,1,0,white,4,0,94
933,osaka,0,2004,T,71108,1400,1,1,0,brack,1,0,96
934,kyoto,1,2004,T,53745,1400,1,1,0,white,0,0,109
935,kyoto,1,2003,GX,15893,1400,1,0,0,white,1,0,107
936,osaka,0,2004,T,69536,1400,1,1,0,brack,0,0,113
937,osaka,1,2001,GX,21932,1600,1,1,0,brack,0,0,134
938,kobe,1,2000,G,69149,1600,1,1,0,silver,3,0,86
939,osaka,0,2005,T,60907,1800,1,0,0,brack,1,0,129
940,kobe,1,2000,T,33681,1800,0,1,0,red,0,0,93
941,osaka,0,2007,S,15737,1600,1,1,0,white,1,0,134
942,osaka,0,2001,S,74541,1600,1,1,0,brack,1,0,94
943,osaka,0,2001,GX,37491,1800,1,1,0,brack,1,0,138
944,kyoto,0,2004,G,74912,1400,1,1,0,silver,0,0,103
945,kyoto,1,2000,S,69818,1600,1,1,0,silver,0,0,112
946,osaka,1,2003,G,63077,1800,1,1,0,silver,0,0,126
947,kobe,0,2004,GX,5485,1600,1,1,1,white,2,0,126
948,kyoto,0,2007,GX,1994,1800,1,1,0,white,0,0,165
949,osaka,1,2000,S,78467,1800,1,1,0,silver,0,0,126
950,kyoto,1,2001,T,40106,1400,1,0,1,brack,0,0,109
951,kobe,0,2000,S,21659,1400,1,1,0,blue,4,0,74
952,kyoto,1,2004,T,64739,1400,1,1,0,silver,1,0,101
953,osaka,1,2002,G,48351,1600,1,1,0,white,1,0,122
954,kyoto,0,2002,GX,51080,1800,1,1,1,brack,0,0,146
955,kyoto,1,2007,S,76628,1600,1,1,0,silver,0,0,128
956,kobe,0,2006,S,62203,1800,0,0,1,white,0,0,120
957,kobe,1,2002,GX,31764,1800,1,1,0,silver,2,0,111
958,kobe,0,2006,GX,45119,1400,1,1,0,brack,0,0,133
959,kobe,0,2008,S,26066,1600,1,1,0,white,1,0,115
960,kobe,1,2006,GX,25201,1600,1,1,0,silver,2,0,112
961,kobe,0,2001,T,63737,1600,0,1,1,white,1,0,112
962,kyoto,1,2003,GX,25697,1400,1,1,0,silver,0,0,125
963,kobe,1,2000,G,39836,1800,1,1,0,blue,0,0,113
964,osaka,0,2006,T,23052,1400,1,1,0,white,1,0,121
965,osaka,0,2007,S,48704,1800,1,1,1,silver,3,0,127
966,osaka,1,2001,GX,15995,1400,1,1,0,brack,0,0,112
967,kyoto,1,2004,S,38067,1600,1,1,1,brack,2,0,119
968,kyoto,0,2000,T,33180,1600,1,1,0,white,0,0,94
969,kyoto,1,2001,G,21550,1600,1,1,0,brack,0,0,123
970,osaka,1,2006,GX,33910,1600,1,1,0,red,4,0,127
971,kyoto,1,2006,G,79611,1800,1,0,0,brack,0,0,127
972,osaka,0,2003,T,59271,1600,1,1,1,silver,0,0,123
973,osaka,0,2007,G,8318,1800,1,1,1,red,2,0,152
974,osaka,0,2000,T,74674,1800,1,0,0,silver,0,0,108
975,kobe,0,2000,S,62117,1800,1,0,0,brack,1,0,104
976,osaka,1,2000,T,2631,1800,1,1,0,brack,0,0,135
977,kobe,1,2002,GX,72167,1400,1,0,0,white,0,0,108
978,osaka,0,2000,GX,41914,1600,1,0,1,brack,0,1,112
979,kobe,0,2005,GX,28044,1600,1,1,0,silver,4,0,116
980,osaka,1,2001,GX,57661,1600,1,0,1,white,0,0,114
981,kyoto,1,2006,T,13258,1400,1,1,1,silver,1,0,146
982,kobe,1,2000,S,60869,1800,1,1,0,brack,0,0,123
983,kyoto,0,2002,T,18500,1600,1,1,1,silver,4,0,108
984,osaka,1,2008,S,52080,1400,1,0,0,white,5,0,95
985,kobe,0,2005,S,46323,1400,1,1,0,brack,1,0,108
986,kyoto,0,2006,GX,8960,1800,1,1,1,silver,1,0,163
987,kyoto,1,2005,GX,54576,1600,1,0,0,silver,0,0,130
988,kyoto,1,2004,S,49908,1400,0,1,0,brack,4,0,84
989,osaka,1,2006,S,37679,1400,1,0,0,white,0,0,112
990,osaka,0,2002,G,7376,1800,1,1,0,blue,3,0,102
991,kobe,1,2007,S,36450,1800,1,1,0,brack,0,0,139
992,kobe,0,2008,T,18705,1600,1,1,0,silver,1,0,147
993,kyoto,0,2002,G,8274,1600,1,0,0,white,1,1,123
994,kyoto,1,2007,GX,44028,1600,1,1,0,white,1,0,138
995,kobe,0,2001,GX,14636,1800,1,1,1,white,0,0,151
996,osaka,1,2006,T,40018,1600,1,0,0,blue,2,0,124
997,kobe,0,2008,S,44502,1800,1,1,0,blue,1,0,117
998,kobe,0,2007,GX,24859,1400,1,1,1,white,0,0,151
999,kobe,0,2005,G,29272,1400,1,0,1,brack,4,0,119
1000,osaka,0,2001,S,79500,1600,1,0,0,white,1,0,82
